t,E,p1,p2,p3,L1,L2,L3
140152,-3.78974e+28,-1.42252e+11,7.50966e+25,0,0,0,2.88371e+34
140957,-3.78974e+28,-1.46545e+11,7.50966e+25,0,0,0,2.88371e+34
141763,-3.78974e+28,-1.33657e+11,7.50966e+25,0,0,0,2.88371e+34
142568,-3.78974e+28,-1.16475e+11,7.50966e+25,0,0,0,2.88371e+34
143373,-3.78974e+28,-1.37948e+11,7.50966e+25,0,0,0,2.88371e+34
144179,-3.78974e+28,-1.16471e+11,7.50966e+25,0,0,0,2.88371e+34
144984,-3.78974e+28,-1.16469e+11,7.50966e+25,0,0,0,2.88371e+34
145790,-3.78974e+28,-9.92868e+10,7.50966e+25,0,0,0,2.88371e+34
146595,-3.78974e+28,-1.37939e+11,7.50966e+25,0,0,0,2.88371e+34
147401,-3.78974e+28,-9.49875e+10,7.50966e+25,0,0,0,2.88371e+34
148206,-3.78974e+28,-1.1646e+11,7.50966e+25,0,0,0,2.88371e+34
149012,-3.78974e+28,-1.29343e+11,7.50966e+25,0,0,0,2.88371e+34
149817,-3.78974e+28,-8.20963e+10,7.50966e+25,0,0,0,2.88371e+34
150623,-3.78974e+28,-9.92741e+10,7.50966e+25,0,0,0,2.88371e+34
151428,-3.78974e+28,-9.9272e+10,7.50966e+25,0,0,0,2.88371e+34
152234,-3.78974e+28,-1.0786e+11,7.50966e+25,0,0,0,2.88371e+34
153039,-3.78974e+28,-8.20881e+10,7.50966e+25,0,0,0,2.88371e+34
153845,-3.78974e+28,-6.06112e+10,7.50966e+25,0,0,0,2.88371e+34
154650,-3.78974e+28,-5.63142e+10,7.50966e+25,0,0,0,2.88371e+34
155456,-3.78974e+28,-6.06071e+10,7.50966e+25,0,0,0,2.88371e+34
156261,-3.78974e+28,-5.63102e+10,7.50966e+25,0,0,0,2.88371e+34
157066,-3.78974e+28,-5.63082e+10,7.50966e+25,0,0,0,2.88371e+34
157872,-3.78974e+28,-2.19464e+10,7.50966e+25,0,0,0,2.88371e+34
158677,-3.78974e+28,-4.7646e+09,7.50966e+25,0,0,0,2.88371e+34
159483,-3.78974e+28,-4.67669e+08,7.50966e+25,0,0,0,2.88371e+34
160288,-3.78974e+28,-4.65713e+08,7.50966e+25,0,0,0,2.88371e+34
161094,-3.78974e+28,5.10758e+10,7.50966e+25,0,0,0,2.88371e+34
161899,-3.78974e+28,9.40275e+10,7.50966e+25,0,0,0,2.88371e+34
162705,-3.78974e+28,8.11445e+10,7.50966e+25,0,0,0,2.88371e+34
163510,-3.78974e+28,8.54414e+10,7.50966e+25,0,0,0,2.88371e+34
164316,-3.78974e+28,9.83282e+10,7.50966e+25,0,0,0,2.88371e+34
165121,-3.78974e+28,9.83301e+10,7.50966e+25,0,0,0,2.88371e+34
165927,-3.78974e+28,1.11217e+11,7.50966e+25,0,0,0,2.88371e+34
166732,-3.78974e+28,1.28399e+11,7.50966e+25,0,0,0,2.88371e+34
167538,-3.78974e+28,1.32695e+11,7.50966e+25,0,0,0,2.88371e+34
168343,-3.78974e+28,1.24107e+11,7.50966e+25,0,0,0,2.88371e+34
169148,-3.78974e+28,1.45584e+11,7.50966e+25,0,0,0,2.88371e+34
169954,-3.78974e+28,1.45586e+11,7.50966e+25,0,0,0,2.88371e+34
170759,-3.78974e+28,1.32703e+11,7.50966e+25,0,0,0,2.88371e+34
171565,-3.78974e+28,1.24115e+11,7.50966e+25,0,0,0,2.88371e+34
172370,-3.78974e+28,1.28412e+11,7.50966e+25,0,0,0,2.88371e+34
173176,-3.78974e+28,1.45593e+11,7.50966e+25,0,0,0,2.88371e+34
173981,-3.78974e+28,1.54185e+11,7.50966e+25,0,0,0,2.88371e+34
174787,-3.78974e+28,1.67072e+11,7.50966e+25,0,0,0,2.88371e+34
175592,-3.78974e+28,1.62778e+11,7.50966e+25,0,0,0,2.88371e+34
176398,-3.78974e+28,1.67075e+11,7.50966e+25,0,0,0,2.88371e+34
177203,-3.78974e+28,1.92847e+11,7.50966e+25,0,0,0,2.88371e+34
178009,-3.78974e+28,1.84259e+11,7.50966e+25,0,0,0,2.88371e+34
178814,-3.78974e+28,2.14325e+11,7.50966e+25,0,0,0,2.88371e+34
179620,-3.78974e+28,2.52982e+11,7.50966e+25,0,0,0,2.88371e+34
180425,-3.78974e+28,2.74458e+11,7.50966e+25,0,0,0,2.88371e+34
181231,-3.78974e+28,2.5728e+11,7.50966e+25,0,0,0,2.88371e+34
182036,-3.78974e+28,2.27217e+11,7.50966e+25,0,0,0,2.88371e+34
