t,E,p1,p2,p3,L1,L2,L3
2.11838e+06,-2.6513e+33,-1.94738e+11,1.77846e+29,0,0,0,2.66058e+40
2.12644e+06,-2.6513e+33,-1.38368e+11,1.77846e+29,0,0,0,2.66058e+40
2.13449e+06,-2.6513e+33,-1.22959e+11,1.77846e+29,0,0,0,2.66058e+40
2.14255e+06,-2.6513e+33,-1.02413e+11,1.77846e+29,0,0,0,2.66058e+40
2.1506e+06,-2.6513e+33,-5.62377e+10,1.77846e+29,0,0,0,2.66058e+40
2.15866e+06,-2.6513e+33,-3.56309e+10,1.77846e+29,0,0,0,2.66058e+40
2.16671e+06,-2.6513e+33,-4.05564e+10,1.77846e+29,0,0,0,2.66058e+40
2.17477e+06,-2.6513e+33,-4.52884e+10,1.77846e+29,0,0,0,2.66058e+40
2.18282e+06,-2.6513e+33,-9.86719e+10,1.77846e+29,0,0,0,2.66058e+40
2.19087e+06,-2.6513e+33,-9.52981e+10,1.77846e+29,0,0,0,2.66058e+40
2.19893e+06,-2.6513e+33,-1.40999e+11,1.77846e+29,0,0,0,2.66058e+40
2.20698e+06,-2.6513e+33,-1.20316e+11,1.77846e+29,0,0,0,2.66058e+40
2.21504e+06,-2.6513e+33,-1.50922e+11,1.77846e+29,0,0,0,2.66058e+40
2.22309e+06,-2.6513e+33,-1.81567e+11,1.77846e+29,0,0,0,2.66058e+40
2.23115e+06,-2.6513e+33,-1.55899e+11,1.77846e+29,0,0,0,2.66058e+40
2.2392e+06,-2.6513e+33,-1.25125e+11,1.77846e+29,0,0,0,2.66058e+40
2.24726e+06,-2.6513e+33,-1.45576e+11,1.77846e+29,0,0,0,2.66058e+40
2.25531e+06,-2.6513e+33,-1.5067e+11,1.77846e+29,0,0,0,2.66058e+40
2.26337e+06,-2.6513e+33,-1.45527e+11,1.77846e+29,0,0,0,2.66058e+40
2.27142e+06,-2.6513e+33,-1.60875e+11,1.77846e+29,0,0,0,2.66058e+40
2.27948e+06,-2.6513e+33,-1.55741e+11,1.77846e+29,0,0,0,2.66058e+40
2.28753e+06,-2.6513e+33,-1.96702e+11,1.77846e+29,0,0,0,2.66058e+40
2.29559e+06,-2.6513e+33,-2.37667e+11,1.77846e+29,0,0,0,2.66058e+40
2.30364e+06,-2.6513e+33,-2.53026e+11,1.77846e+29,0,0,0,2.66058e+40
2.3117e+06,-2.6513e+33,-2.58144e+11,1.77846e+29,0,0,0,2.66058e+40
2.31975e+06,-2.6513e+33,-2.22293e+11,1.77846e+29,0,0,0,2.66058e+40
2.3278e+06,-2.6513e+33,-2.37657e+11,1.77846e+29,0,0,0,2.66058e+40
2.33586e+06,-2.6513e+33,-2.47901e+11,1.77846e+29,0,0,0,2.66058e+40
2.34391e+06,-2.6513e+33,-2.7351e+11,1.77846e+29,0,0,0,2.66058e+40
2.35197e+06,-2.6513e+33,-2.83756e+11,1.77846e+29,0,0,0,2.66058e+40
2.36002e+06,-2.6513e+33,-2.88882e+11,1.77846e+29,0,0,0,2.66058e+40
2.36808e+06,-2.6513e+33,-2.37672e+11,1.77846e+29,0,0,0,2.66058e+40
2.37613e+06,-2.6513e+33,-2.63285e+11,1.77846e+29,0,0,0,2.66058e+40
2.38419e+06,-2.6513e+33,-2.78655e+11,1.77846e+29,0,0,0,2.66058e+40
2.39224e+06,-2.6513e+33,-2.88905e+11,1.77846e+29,0,0,0,2.66058e+40
2.4003e+06,-2.6513e+33,-2.88912e+11,1.77846e+29,0,0,0,2.66058e+40
2.40835e+06,-2.6513e+33,-2.88919e+11,1.77846e+29,0,0,0,2.66058e+40
2.41641e+06,-2.6513e+33,-2.73563e+11,1.77846e+29,0,0,0,2.66058e+40
2.42446e+06,-2.6513e+33,-2.73572e+11,1.77846e+29,0,0,0,2.66058e+40
