t,x1,y1,z1
1.17196e+07,-1.03401e+11,1.07902e+11,0
1.17276e+07,-1.03575e+11,1.07736e+11,0
1.17357e+07,-1.03748e+11,1.07569e+11,0
1.17437e+07,-1.0392e+11,1.07402e+11,0
1.17518e+07,-1.04093e+11,1.07235e+11,0
1.17598e+07,-1.04265e+11,1.07068e+11,0
1.17679e+07,-1.04436e+11,1.069e+11,0
1.1776e+07,-1.04608e+11,1.06732e+11,0
1.1784e+07,-1.04779e+11,1.06564e+11,0
1.17921e+07,-1.0495e+11,1.06395e+11,0
1.18001e+07,-1.05121e+11,1.06226e+11,0
1.18082e+07,-1.05291e+11,1.06057e+11,0
1.18162e+07,-1.05462e+11,1.05888e+11,0
1.18243e+07,-1.05632e+11,1.05718e+11,0
1.18323e+07,-1.05801e+11,1.05548e+11,0
1.18404e+07,-1.05971e+11,1.05378e+11,0
1.18484e+07,-1.0614e+11,1.05207e+11,0
1.18565e+07,-1.06308e+11,1.05037e+11,0
1.18646e+07,-1.06477e+11,1.04866e+11,0
1.18726e+07,-1.06645e+11,1.04694e+11,0
1.18807e+07,-1.06813e+11,1.04523e+11,0
1.18887e+07,-1.06981e+11,1.04351e+11,0
1.18968e+07,-1.07149e+11,1.04179e+11,0
1.19048e+07,-1.07316e+11,1.04007e+11,0
1.19129e+07,-1.07483e+11,1.03834e+11,0
1.19209e+07,-1.07649e+11,1.03661e+11,0
1.1929e+07,-1.07816e+11,1.03488e+11,0
1.1937e+07,-1.07982e+11,1.03314e+11,0
1.19451e+07,-1.08147e+11,1.03141e+11,0
1.19532e+07,-1.08313e+11,1.02967e+11,0
1.19612e+07,-1.08478e+11,1.02793e+11,0
1.19693e+07,-1.08643e+11,1.02618e+11,0
1.19773e+07,-1.08808e+11,1.02443e+11,0
1.19854e+07,-1.08972e+11,1.02268e+11,0
1.19934e+07,-1.09136e+11,1.02093e+11,0
1.20015e+07,-1.093e+11,1.01917e+11,0
1.20095e+07,-1.09464e+11,1.01742e+11,0
